row_type,dataset_type,meeting_id,candidate_model,deepeval_accuracy,deepeval_coverage,accuracy_reason,coverage_reason,candidate_path,gt_path,note
meeting_model,city_council,t_232380390825704564563450343709460551188,gpt-41-mini,0.890,0.899,"The Actual Output closely aligns with the Expected Output, accurately reflecting key details such as funding amounts, participant roles, negotiation timelines, and concerns raised by board members and public speakers. It includes supported specifics like the 6.82% funding increase, the $2.8 million shortfall, and the proposed 12-18 month extension. Minor discrepancies include slight variations in cumulative payment totals and some additional narrative detail not explicitly present in the Expected Output, but these do not contradict or fabricate information. No unjustified certainty upgrades are present.","The actual summary comprehensively covers all key facts, including funding amounts, the 6.82% increase, negotiation status with the June 2023 expiration, and the planned Q1 2023 follow-up meeting. It accurately reflects decisions on short-term payment guarantees and ongoing negotiations. Participant mentions align well, and detailed funding uses and concerns (e.g., $2.8 million shortfall) are included. Minor discrepancies exist in some exact figures (e.g., cumulative payments stated as $76.7 million vs. $76.7 million in expected) and some granular details from the ground truth (like specific program allocations) are less detailed, but these do not significantly detract from overall alignment.",/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/candidate/internal/t_232380390825704564563450343709460551188/standard/gpt-41-mini/baseline.md,/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/ground_truth/internal/t_232380390825704564563450343709460551188/meetingsummary/ground_truth.json,deepeval_model=gpt-4.1-mini
meeting_model,city_council,t_232380390825704564563450343709460551188,gpt-5-mini,0.898,0.898,"The Actual Output closely aligns with the Expected Output, accurately reflecting key details such as the meeting context, participant roles, funding amounts, payment increases, negotiation timelines, and concerns about short-term guarantees and budget impacts. It includes all major claims supported by the ground truth without fabrications or contradictions. Minor omissions include the absence of some specific numeric breakdowns (e.g., exact allocations within the $3.2 million for MVLA) and some detailed background context (e.g., California Government Code reference), but these do not significantly detract from overall accuracy or introduce unsupported claims.","The actual summary comprehensively covers the key facts, actions, decisions, dates, and quantities found in the expected output, including detailed funding amounts, payment increases, negotiation timelines, and participant roles. It accurately reflects the June 30, 2023 expiration, the proposed 12–18 month extension, and the planned Q1 follow-up meeting. Minor omissions include some specific dollar allocations within district programs and finer details about public comments and legal code references, but these do not significantly detract from the overall completeness and accuracy.",/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/candidate/internal/t_232380390825704564563450343709460551188/standard/gpt-5-mini/baseline.md,/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/ground_truth/internal/t_232380390825704564563450343709460551188/meetingsummary/ground_truth.json,deepeval_model=gpt-4.1-mini
meeting_model,city_council,t_232380390825704564563450343709460551188,gpt-51,0.985,0.990,"The Actual Output comprehensively aligns with the Expected Output, accurately reflecting all key claims including funding amounts, participant roles, meeting decisions, and concerns about the successor JPA. There are no unsupported additions, fabrications, or unjustified certainty upgrades. The detailed breakdowns of district funding, tax revenue increases, extension proposals, and negotiation timelines are fully supported by the ground truth, demonstrating strong adherence to the evaluation criteria.","The actual summary comprehensively covers all key facts, actions, decisions, dates, and quantities from the expected output, including detailed funding amounts, participant roles, the JPA expiration and extension proposal, district concerns about student growth and funding gaps, county revenue share clarifications, public comments, and the agreed negotiation timeline with a Q1 2023 meeting. It accurately reflects the full scope and nuance of the meeting without major omissions, demonstrating strong alignment with the evaluation criteria.",/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/candidate/internal/t_232380390825704564563450343709460551188/standard/gpt-51/baseline.md,/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/ground_truth/internal/t_232380390825704564563450343709460551188/meetingsummary/ground_truth.json,deepeval_model=gpt-4.1-mini
meeting_model,city_council,t_232381829133992943343826921609078516359,gpt-41-mini,0.878,0.782,"The Actual Output closely aligns with the Expected Output, accurately reflecting key details such as permit extensions, participants, and public comments including labor union advocacy. It correctly reports the extension of cold weather shelter hours, commercial building and condominium project extensions, and committee approvals with conditions and appeal periods. Minor discrepancies include the use of slightly different participant names (e.g., Christy Lewis vs. Kristi Blewis) and some added narrative detail not explicitly supported by the Expected Output, but no fabricated or contradictory information is present. The Actual Output maintains appropriate certainty levels consistent with the ground truth.","The actual summary includes all three key permit extension items with accurate dates, locations, and participant names, and reflects the committee's approvals with conditions and appeal periods. It captures the labor union's advocacy and staff recommendations. However, it omits the remote meeting context under a declared emergency, specific procedural details such as public comment instructions, the exact shelter address (748 Mercy Street), and some participant names like Nicole Wright and Ed Arango's motion details, which are critical for full alignment with the expected output.",/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/candidate/internal/t_232381829133992943343826921609078516359/standard/gpt-41-mini/baseline.md,/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/ground_truth/internal/t_232381829133992943343826921609078516359/meetingsummary/ground_truth.json,deepeval_model=gpt-4.1-mini
meeting_model,city_council,t_232381829133992943343826921609078516359,gpt-5-mini,0.901,0.898,"The Actual Output closely aligns with the Expected Output by accurately reflecting all key agenda items, participants, and decisions, including the continuation of the 350 Ellis Street item, the cold weather shelter hours modification, the 1747 W Evelyn Ave extension, and the Fayette Drive one-year extension with vesting tentative map. It correctly includes participant roles and motions, appeal periods, and staff recommendations. Minor discrepancies include the omission of some participant names (e.g., Kristi Blewis, Linda Jones, Michelle Covert) and slight differences in location naming (e.g., 748 Mercy Street vs. Trinity United Methodist Church), but no fabricated or contradictory information is present. The Actual Output does not unjustifiably upgrade certainty beyond the ground truth.","The actual summary comprehensively covers all key agenda items, participants, decisions, and conditions as outlined in the expected output, including detailed descriptions of the 350 Ellis Street continuance, cold weather shelter hours extension, 1747 W Evelyn Ave two-year extension, and Fayette Drive one-year extension with vesting tentative map. It accurately reflects participant roles, project details, and the 10-day appeal periods. Minor omissions include the meeting's remote format under a declared emergency, specific public comment procedures, and some participant names (e.g., Kristi Blewis, Linda Jones, Michelle Covert) present in the expected output, which slightly reduces completeness but does not affect the core factual accuracy or decision coverage.",/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/candidate/internal/t_232381829133992943343826921609078516359/standard/gpt-5-mini/baseline.md,/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/ground_truth/internal/t_232381829133992943343826921609078516359/meetingsummary/ground_truth.json,deepeval_model=gpt-4.1-mini
meeting_model,city_council,t_232381829133992943343826921609078516359,gpt-51,0.900,0.901,"The Actual Output closely aligns with the Expected Output, accurately reflecting all three agenda items, participants, and decisions with detailed supporting facts. It includes all key claims about the shelter hour extension, commercial project extension, and condominium project extension, with no fabricated or contradictory information. Minor differences in phrasing and some additional detail (e.g., exact square footage, specific CEQA sections) are supported by the ground truth and do not constitute unsupported additions or unjustified certainty upgrades. The response correctly notes the 10-day appeal periods and public comments, maintaining fidelity to the Expected Output.","The actual summary comprehensively covers all key facts, actions, decisions, dates, and quantities from the expected output, including detailed descriptions of the three agenda items, participant roles, and public comments. It accurately reflects the shelter hour extension, the two-year commercial project extension, and the one-year condominium project extension with associated permits, including relevant dates, locations, and conditions. Minor omissions include the lack of explicit mention of the remote meeting context under a declared emergency and some procedural details such as public comment instructions and meeting adjournment time, which slightly reduce completeness but do not detract from the core content coverage.",/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/candidate/internal/t_232381829133992943343826921609078516359/standard/gpt-51/baseline.md,/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/ground_truth/internal/t_232381829133992943343826921609078516359/meetingsummary/ground_truth.json,deepeval_model=gpt-4.1-mini
meeting_model,city_council,t_234540230487145439343255414917349168194,gpt-41-mini,0.900,0.900,"The Actual Output closely aligns with the Expected Output, accurately reflecting key topics such as public art strategy development, CIP updates, virtual meeting authorization under AB 361, and the 2023 CPA Call for Artists as an open call. It includes detailed participant contributions and committee decisions consistent with the ground truth. Minor omissions include the absence of some participant names (e.g., Toot Too Thomson, Don Whitebread, Toni Hsu, Susie Merrar) and specific details like the approval of prior meeting minutes and public comment absence, but no fabricated or contradictory information is present. The certainty level is appropriate and supported by the Expected Output.","The actual summary comprehensively covers all key topics, actions, and decisions from the expected output, including detailed updates on public art projects, the public art strategy, virtual meeting authorization under AB 361, and the 2023 meeting schedule. It accurately reflects dates, quantities (e.g., 25% completion, late fall 2023 opening), and participant contributions. Minor omissions include the absence of explicit mention of the approval of prior meeting minutes and some participant names, but these do not significantly detract from the overall completeness and accuracy.",/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/candidate/internal/t_234540230487145439343255414917349168194/standard/gpt-41-mini/baseline.md,/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/ground_truth/internal/t_234540230487145439343255414917349168194/meetingsummary/ground_truth.json,deepeval_model=gpt-4.1-mini
meeting_model,city_council,t_234540230487145439343255414917349168194,gpt-5-mini,0.906,0.908,"The Actual Output closely aligns with the Expected Output, accurately reflecting key meeting topics, participant contributions, project updates, and decisions such as the AB 361 virtual meeting authorization, CPA open call without a theme, and 2023 meeting schedule adoption. It includes detailed summaries consistent with the ground truth without fabrications or contradictions. Minor differences in phrasing and some additional detail do not detract from overall accuracy, and no unjustified certainty upgrades are present.","The actual summary comprehensively covers all major topics, decisions, and participant contributions outlined in the expected output, including detailed project updates, public art strategy, CPA call for artists, AB 361 virtual meeting authorization, and the 2023 meeting schedule. It accurately reflects dates, quantities, and decisions such as the 25% completion of Rangsdorf Aquatic Center, the open call for CPA artists, and the adoption of the virtual meeting resolution. Minor omissions include the absence of explicit mention of approval of prior minutes and some participant details like Susie Merrar's excused absence, which are present in the expected output but do not significantly detract from the overall completeness.",/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/candidate/internal/t_234540230487145439343255414917349168194/standard/gpt-5-mini/baseline.md,/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/ground_truth/internal/t_234540230487145439343255414917349168194/meetingsummary/ground_truth.json,deepeval_model=gpt-4.1-mini
meeting_model,city_council,t_234540230487145439343255414917349168194,gpt-51,0.994,0.999,"The Actual Output comprehensively aligns with the Expected Output, accurately reflecting all key meeting topics, participant contributions, decisions, and procedural details without unsupported additions or fabrications. It maintains appropriate certainty levels consistent with the ground truth and includes all relevant specifics such as project updates, policy discussions, public art strategy elements, and operational resolutions, demonstrating strong fidelity to the evaluation criteria.","The actual summary comprehensively includes all key facts, actions, and decisions from the expected summary, such as approval of prior minutes, public comment status, detailed updates on Castro Street pedestrian mall and CIP projects, the public art strategy framework with a five-year horizon, the 2023 CPA Call for Artists approach, AB 361 virtual meeting authorization, and adoption of the 2023 meeting schedule. Dates, quantities (e.g., 25% completion of Rengstorff Park Aquatic Center), and participant contributions are accurately reflected. The summary also captures nuanced discussions and decisions, meeting the evaluation criteria fully.",/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/candidate/internal/t_234540230487145439343255414917349168194/standard/gpt-51/baseline.md,/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/ground_truth/internal/t_234540230487145439343255414917349168194/meetingsummary/ground_truth.json,deepeval_model=gpt-4.1-mini
meeting_model,city_council,t_24637292956148471653258107326847519677,gpt-41-mini,0.792,0.705,"The Actual Output accurately reflects key elements from the Expected Output, including the continuation of the 1040 Terabella Ave item, approval of the 2500 Grant Rd tree removal with conditions, and approval of the Carbon Health medical use permit with conditions. It correctly notes no public comments and the involvement of Lindsay Hagan and Phillip Brennan. However, it omits details about the virtual meeting context, the specific number of trees and heritage trees removed, CEQA references, the exact parcel size, and the appeal process timeline, which are present in the Expected Output. There are no fabricated or contradictory claims, but the Actual Output upgrades certainty slightly by stating the meeting concluded promptly with no outstanding concerns, which is not explicitly supported by the Expected Output.","The actual summary includes the main agenda items, key participants, and decisions such as the continuation of the 1040 Terabella Ave item, approval of the 2500 Grant Rd tree removal with conditions, and approval of the Carbon Health medical use permit with conditions. It accurately reflects dates, participants, and the absence of public comments. However, it omits critical details like the virtual meeting context under California Government Code 54953(e), the exact number of trees removed including heritage trees, CEQA references, the 3-minute public comment limit, the appeal period, and the meeting adjournment time, which are important for full alignment with the expected output. These omissions reduce completeness and specificity.",/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/candidate/internal/t_24637292956148471653258107326847519677/standard/gpt-41-mini/baseline.md,/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/ground_truth/internal/t_24637292956148471653258107326847519677/meetingsummary/ground_truth.json,deepeval_model=gpt-4.1-mini
meeting_model,city_council,t_24637292956148471653258107326847519677,gpt-5-mini,0.903,0.968,"The Actual Output closely aligns with the Expected Output, accurately reflecting meeting context, participants, topics, and decisions without fabrications or contradictions. It includes all key claims such as the continuation of 1040 Terabella Ave, approval of 2500 Grant Rd tree removals with CEQA Section 15304 exemption, and approval of the 2580 W El Camino Real medical use with CEQA Section 15301 exemption. Minor differences in phrasing and additional procedural details do not detract from factual accuracy or introduce unsupported claims. No unjustified certainty upgrades are present.","The actual summary comprehensively includes all critical facts from the expected output, covering meeting context, participants, and detailed topics such as the remote meeting procedures, continuance of the 1040 Terabella Ave item, approval of the 2500 Grant Rd tree removals with CEQA exemption, and the 2580 W El Camino Real medical use permit with associated conditions. Key actions, decisions, dates, and quantities are accurately reflected, including the number of trees removed, heritage tree count, CEQA sections cited, and appeal period. There are no major omissions or inaccuracies, demonstrating strong alignment with the evaluation steps.",/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/candidate/internal/t_24637292956148471653258107326847519677/standard/gpt-5-mini/baseline.md,/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/ground_truth/internal/t_24637292956148471653258107326847519677/meetingsummary/ground_truth.json,deepeval_model=gpt-4.1-mini
meeting_model,city_council,t_24637292956148471653258107326847519677,gpt-51,0.901,0.895,"The Actual Output closely aligns with the Expected Output, accurately reflecting all key claims about the meeting context, participants, agenda items, permits, CEQA exemptions, approvals, and appeal rights. It includes detailed, supported information without fabrications or contradictions. Minor omissions include the meeting's virtual nature and specific legal references (e.g., California Government Code 54953(e)) and the meeting adjournment time, which are present in the Expected Output but absent in the Actual Output, resulting in a slight penalty.","The actual summary thoroughly covers the key facts, actions, and decisions from the expected output, including the continuation of item 3.1, the tree removal permits and approvals for item 3.2, and the detailed description and approval of the Carbon Health medical use permit at 2580 W El Camino Real. It accurately reflects the participants, permits requested, CEQA exemptions cited, and the appeal process. However, it omits the meeting date, virtual meeting context, and adjournment time, which are minor but relevant details in the expected summary.",/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/candidate/internal/t_24637292956148471653258107326847519677/standard/gpt-51/baseline.md,/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/ground_truth/internal/t_24637292956148471653258107326847519677/meetingsummary/ground_truth.json,deepeval_model=gpt-4.1-mini
meeting_model,city_council,t_248142763499862397328970003316117925955,gpt-41-mini,0.900,0.878,"The Actual Output closely aligns with the Expected Output, accurately reflecting key details such as new commissioner introductions, subcommittee updates, leadership elections, and staff reminders. It includes all major topics and decisions without fabrications or contradictions. Minor differences include additional narrative detail and some expanded phrasing not present in the Expected Output, but these do not contradict or unjustifiably upgrade certainty. No unsupported claims or fabricated information were detected.","The actual summary comprehensively includes all key facts, actions, and decisions from the expected output, such as welcoming new commissioners, approving minutes, reviewing the FY2022-23 work plan, subcommittee updates with specific event dates, leadership elections, and staff reminders about compliance and upcoming meetings. Dates and quantities are accurately reflected, including the May and June event timings and subcommittee memberships. Minor omissions include the explicit mention of Commissioner Raigstraw's resignation and the exact time of the next meeting, but these do not significantly detract from the overall alignment.",/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/candidate/internal/t_248142763499862397328970003316117925955/standard/gpt-41-mini/baseline.md,/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/ground_truth/internal/t_248142763499862397328970003316117925955/meetingsummary/ground_truth.json,deepeval_model=gpt-4.1-mini
meeting_model,city_council,t_248142763499862397328970003316117925955,gpt-5-mini,0.915,0.902,"The Actual Output closely aligns with the Expected Output, accurately reflecting all key claims such as the resignation, new commissioners, subcommittee updates, assignments, elections, and administrative reminders. It includes detailed participant statements and event scheduling consistent with the ground truth. Minor discrepancies include additional detail on commissioner introductions and some expanded narrative not explicitly present in the Expected Output, but these do not contradict or fabricate information. There are no unsupported claims or unjustified certainty upgrades, resulting in strong overall alignment.","The actual summary comprehensively includes all key facts, actions, and decisions from the expected output, such as the resignation, new commissioners, subcommittee updates and assignments, election of Chair and Vice Chair, and administrative reminders with correct dates and quantities. Minor differences include less explicit mention of the meeting being the last virtual session and some details about the Council Neighborhoods Committee schedule, but these omissions do not significantly detract from the overall alignment.",/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/candidate/internal/t_248142763499862397328970003316117925955/standard/gpt-5-mini/baseline.md,/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/ground_truth/internal/t_248142763499862397328970003316117925955/meetingsummary/ground_truth.json,deepeval_model=gpt-4.1-mini
meeting_model,city_council,t_248142763499862397328970003316117925955,gpt-51,0.994,0.997,"The Actual Output fully aligns with the Expected Output, accurately reflecting all key claims such as the resignation of Commissioner Ragstraw, onboarding of three new commissioners, detailed subcommittee updates and assignments, election of Chair and Vice Chair, and administrative reminders about Brown Act training and Form 700 filings. There are no unsupported additions, fabrications, or unjustified certainty upgrades. The response is comprehensive, detailed, and consistent with the ground truth.","The actual summary comprehensively includes all critical facts from the expected output, covering commissioner resignation, onboarding of three new members, the FY 2022–2023 work plan review, detailed updates on the three priority projects with accurate dates and participants, subcommittee assignments, unanimous election of Chair and Vice Chair, and administrative reminders about Brown Act training, Form 700 filings, and the return to in-person meetings. Key actions such as approvals, elections, and project planning are fully reflected with precise dates and participant names, demonstrating strong alignment with the evaluation criteria and no major omissions.",/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/candidate/internal/t_248142763499862397328970003316117925955/standard/gpt-51/baseline.md,/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/ground_truth/internal/t_248142763499862397328970003316117925955/meetingsummary/ground_truth.json,deepeval_model=gpt-4.1-mini
meeting_model,city_council,t_258810779752442698698651215247285387144,gpt-41-mini,0.944,1.000,"The Actual Output closely aligns with the Expected Output by accurately summarizing all key agenda items, discussions, and decisions without fabrications or contradictions. It includes detailed coverage of attendance, agenda scheduling, downtown development, pedestrian mall updates, parking maintenance, sewer project details, ARPA funding programs, business impact considerations, and committee comments, all supported by the ground truth. Minor issues include slight certainty upgrades in phrasing (e.g., emphasizing unanimous adoption and commitments) that are not explicitly stated in the Expected Output, but these do not significantly detract from overall accuracy.","The actual summary comprehensively includes all key facts, actions, and decisions from the expected summary, such as meeting attendance, agenda scheduling, downtown development updates, pedestrian mall design approvals, parking maintenance, sewer project details, ARPA funding allocations, business impact discussions, and committee comments. Dates, quantities, and specific project details are accurately reflected without major omissions, demonstrating strong alignment with the evaluation criteria.",/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/candidate/internal/t_258810779752442698698651215247285387144/standard/gpt-41-mini/baseline.md,/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/ground_truth/internal/t_258810779752442698698651215247285387144/meetingsummary/ground_truth.json,deepeval_model=gpt-4.1-mini
meeting_model,city_council,t_258810779752442698698651215247285387144,gpt-5-mini,0.674,0.994,"The Actual Output closely aligns with the Expected Output, accurately reflecting all key claims such as agenda changes, downtown updates, pedestrian mall plans, sewer replacement details, business impact communications, ARPA funding allocations, and committee discussions. There are no fabricated details or contradictions, and no unjustified certainty upgrades. Minor omissions or slight paraphrasing do not detract significantly from the overall fidelity.","The actual summary comprehensively covers all key facts, actions, decisions, dates, and quantities from the expected output, including agenda changes, downtown updates, pedestrian mall plans, sewer replacement details, ARPA funding allocations, business impact outreach, and committee discussions. It accurately reflects all major elements without omissions, providing clear and detailed information aligned with the evaluation steps.",/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/candidate/internal/t_258810779752442698698651215247285387144/standard/gpt-5-mini/baseline.md,/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/ground_truth/internal/t_258810779752442698698651215247285387144/meetingsummary/ground_truth.json,deepeval_model=gpt-4.1-mini
meeting_model,city_council,t_258810779752442698698651215247285387144,gpt-51,0.992,1.000,"The Actual Output thoroughly aligns with the Expected Output, accurately reflecting all key claims without unsupported additions or fabrications. It maintains appropriate certainty levels consistent with the ground truth and includes detailed, supported information on meeting proceedings, agenda items, project updates, and committee discussions as specified.","The actual summary comprehensively includes all critical facts, key actions, decisions, dates, and quantities outlined in the expected output. It accurately reflects the approval of March 7, 2023 minutes, future agenda planning with schedule adjustments, detailed downtown development updates, Castro Street pedestrian mall design and operations, sewer main replacement project specifics, ARPA-funded small business support programs, and the framing of business impacts within agenda items. The summary also captures committee and staff closing comments, demonstrating no major omissions of critical information.",/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/candidate/internal/t_258810779752442698698651215247285387144/standard/gpt-51/baseline.md,/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/ground_truth/internal/t_258810779752442698698651215247285387144/meetingsummary/ground_truth.json,deepeval_model=gpt-4.1-mini
meeting_model,city_council,t_270737199556905365224480426786176969466,gpt-41-mini,0.900,0.900,"The Actual Output closely aligns with the Expected Output, accurately reflecting key meeting details, participant roles, agenda items, project updates, and committee decisions. It includes all major topics such as the North Special Master Plan, public art inventory, economic impact studies, and the public art strategy work plan approval. Minor omissions include the absence of some participant names (e.g., Regina cycles, Naya) and a few specific details like the exact motion times and some artist names, but no unsupported or fabricated claims are present. The certainty level is appropriate and consistent with the ground truth.","The actual summary comprehensively covers all major topics, decisions, dates, and quantities found in the expected output, including meeting minutes approval, master plan details with 55,000 sq ft community spaces, September agenda items, public art project updates with specific artist names and deadlines, public art inventory challenges, economic impact data, work plan approval, public inquiry, strategy vision and goals, committee feedback, and call for artists scheduling. Minor omissions include the exact meeting start time, some participant names (Regina cycles, Naya), and a few very specific details like the exact motion makers for minutes approval, but these do not constitute major omissions of critical information.",/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/candidate/internal/t_270737199556905365224480426786176969466/standard/gpt-41-mini/baseline.md,/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/ground_truth/internal/t_270737199556905365224480426786176969466/meetingsummary/ground_truth.json,deepeval_model=gpt-4.1-mini
meeting_model,city_council,t_270737199556905365224480426786176969466,gpt-5-mini,0.912,0.902,"The Actual Output closely aligns with the Expected Output, accurately reflecting all major topics, participants, decisions, and detailed content without fabrications or contradictions. It includes supported claims such as meeting minutes approval, master plan opportunities, September agenda items, public art updates, inventory progress, economic impact research, work plan adoption, strategy goals, utility box program, CPA call scheduling, and public engagement. Minor unsupported details, such as some additional phrasing or slight elaborations (e.g., naming specific artists or more detailed descriptions), do not significantly detract from overall fidelity. No unjustified certainty upgrades or contradictions are present.","The actual summary comprehensively covers all major topics, decisions, participants, and key actions outlined in the expected output, including meeting minutes approval, public art project updates, inventory mapping efforts, economic impact research, work plan adoption, and CPA call scheduling. Dates, quantities, and decisions such as the July 21 deadline for transit art deliverables and unanimous approvals are accurately reflected. Minor omissions include less explicit mention of some participant names (e.g., Regina cycles, Naya) and some detailed phrasing from the expected output, but these do not constitute major information gaps. Overall, the summary aligns strongly with the evaluation criteria.",/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/candidate/internal/t_270737199556905365224480426786176969466/standard/gpt-5-mini/baseline.md,/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/ground_truth/internal/t_270737199556905365224480426786176969466/meetingsummary/ground_truth.json,deepeval_model=gpt-4.1-mini
meeting_model,city_council,t_270737199556905365224480426786176969466,gpt-51,0.956,0.922,"The Actual Output comprehensively aligns with the Expected Output, accurately reflecting all key meeting topics, participants, decisions, and detailed discussions without unsupported additions or fabrications. It maintains appropriate certainty levels consistent with the ground truth and includes all relevant details such as project updates, strategy initiatives, public comments, and procedural clarifications, demonstrating full support by the Expected Output.","The actual summary comprehensively covers all key facts, actions, decisions, dates, and quantities present in the expected summary, including detailed participant roles, project updates, public art inventory progress, economic impact research, work plan adoption, and CPA exhibit scheduling. It accurately reflects the unanimous approvals, detailed discussions on strategy initiatives, and public engagement clarifications. Minor omissions include the meeting start time and some very granular dialogue details, but these do not constitute major missing information. Overall, the summary aligns strongly with the evaluation criteria.",/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/candidate/internal/t_270737199556905365224480426786176969466/standard/gpt-51/baseline.md,/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/ground_truth/internal/t_270737199556905365224480426786176969466/meetingsummary/ground_truth.json,deepeval_model=gpt-4.1-mini
meeting_model,city_council,t_295418528221287250041921315123836423951,gpt-41-mini,0.900,0.900,"The Actual Output closely aligns with the Expected Output, accurately reflecting all major topics, participants, and decisions without fabrications or contradictions. It includes detailed coverage of meeting minutes approval, agenda topics, development updates, Castro Street improvements, AB 361 resolution, PDD program updates, vacancies/bylaws, and community events, all supported by the ground truth. Minor differences in phrasing and some additional contextual details (e.g., emphasis on flexibility and responsiveness) do not contradict or unjustifiably upgrade certainty, thus only a slight penalty is warranted.","The actual summary comprehensively covers all key facts, actions, and decisions from the expected output, including meeting context, participant names, agenda topics, development updates, Castro Street progress, AB 361 resolution, PDD program changes, committee vacancies, and community events. Dates and quantities such as October 4 meeting date, November 21 interviews, and project specifics (e.g., 590 Castro Street) are accurately reflected. Minor omissions include less explicit mention of some decision follow-ups (e.g., contacting bicycle event organizer) and some detailed scheduling nuances, but these do not significantly detract from the overall alignment.",/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/candidate/internal/t_295418528221287250041921315123836423951/standard/gpt-41-mini/baseline.md,/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/ground_truth/internal/t_295418528221287250041921315123836423951/meetingsummary/ground_truth.json,deepeval_model=gpt-4.1-mini
